Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
A,BorgWarner Inc.,BWA,Egan-Jones Ratings Company,8/8/2014,Capital Goods,1.369926199,0.553505535,0.367619926,0.0,0.082841662,0.118001204,0.211438892,0.115954244,0.09518539,0.193675889,0.190265487,1.149003874,3.967988533,1.998893805,1.0,0.297959184,1.0,3.526304204,5.28285274,1.998893805,0.118001204,10.11877686,3.526304204,0.096447923,4.279738562
BBB,BorgWarner Inc.,BWA,Moody's Investors Service,6/15/2012,Capital Goods,1.121784777,0.369553806,0.188451444,0.0,0.0801237,0.107534439,0.198200731,0.112032612,0.095669688,0.188749075,0.238793465,1.194024841,4.275240385,2.496020109,1.0,0.254901961,1.0,6.495412844,6.458715596,2.496020109,0.107534439,4.117893232,6.495412844,0.099522069,4.397841172
A,BorgWarner Inc.,BWA,Egan-Jones Ratings Company,11/6/2015,Capital Goods,1.330080611,0.439966059,0.244802715,0.0,0.080518509,0.115418173,0.212264739,0.117038514,0.073068657,0.142813078,0.181818182,0.90747653,3.277369281,2.48831973,1.0,0.30237581,1.0,3.863395332,4.620923828,2.48831973,0.115418173,6.812386847,3.863395332,0.108064315,3.386923901
BB,"Gibraltar Industries, Inc.",ROCK,Standard & Poor's Ratings Services,1/26/2016,Capital Goods,1.895531163,1.261236819,0.37141239,57.84921407,0.022527244,0.035643157,0.179633827,0.046196798,0.026352818,0.052670658,0.05717825,1.169819909,8.75183298,1.169720498,0.539111143,0.36722372,0.857263163,2.37924631,2.204655333,2.169720498,0.035643157,9.22470271,2.775397816,0.083280093,9.572407067
BB,"Gibraltar Industries, Inc.",ROCK,Standard & Poor's Ratings Services,1/24/2014,Capital Goods,2.688615913,7.0034942,0.809245036,39.7308375,-0.0068067,-0.001005357,0.191038309,0.025955602,-0.006299753,-0.00107459,-0.011940672,0.925522444,6.281248102,0.895418962,0.472412158,-5.765625,0.75221826,1.466375687,24.23950857,1.895418962,-0.001005357,13.5941275,1.949401875,0.072858149,9.615368043
BB,"Gibraltar Industries, Inc.",ROCK,Standard & Poor's Ratings Services,1/16/2013,Capital Goods,2.272721861,7.024288812,0.408453459,41.33575636,0.016005154,0.028057434,0.189302558,0.05095955,0.014309576,0.02893528,0.02651933,0.894060479,5.211017525,0.85325761,0.460409608,0.42933189,0.773347178,1.259430281,23.94894641,1.85325761,0.028057434,44.1783523,1.628544485,0.063389017,9.274514915
BB,"Gibraltar Industries, Inc.",ROCK,Standard & Poor's Ratings Services,1/28/2015,Capital Goods,2.688078458,1.579229593,0.824924488,42.82220356,-0.094913854,-0.098307943,0.162448802,-0.081682011,-0.10050113,-0.124618608,-0.211306488,1.058866808,6.653189273,1.102528478,0.524382185,0.034902655,0.284278778,0.29778536,3.560484131,2.102528478,-0.098307943,-13.03821072,1.047511749,0.03774793,8.887108288
BBB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,9/9/2014,Public Utilities,0.526395374,0.397264206,0.18662625,62.28299236,0.199555126,0.258430649,0.772177832,0.236356718,0.078137499,0.168578419,0.253721235,0.391558464,0.889839778,2.244849811,0.691337283,0.22781943,0.562201141,202.4338391,127.7309065,3.247112322,0.289571809,1.435595903,360.0736893,0.455386777,0.926821137
BBB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,12/20/2013,Public Utilities,0.524328345,0.388904818,0.247235503,38.11201408,0.210568869,0.259602523,0.788818805,0.253824066,0.08863021,0.185730494,0.258263032,0.420908422,0.873075027,1.912633889,0.656374018,0.188879729,0.685063641,270.5366242,150.9934182,2.913939058,0.298773564,1.045883496,394.9072872,0.507231988,0.991874686
BBB,PLDT Inc.,PHI,Fitch Ratings,3/28/2013,Public Utilities,0.692985182,0.443753884,0.303890942,36.66947796,0.221721983,0.271098489,0.800923739,0.2484405,0.089075071,0.180135505,0.248354517,0.401742173,0.81484721,1.786884232,0.640885625,0.182134938,0.611222866,257.8900657,176.6724858,2.788148403,0.313274,1.080824886,421.9247678,0.554955132,1.037662255
BB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,12/16/2011,Public Utilities,0.608147374,0.520368434,0.379110522,39.93443517,0.210656052,0.282949104,0.810868877,0.283238707,0.077846249,0.172904515,0.203288704,0.369541952,0.741868274,1.608904199,0.61610485,0.255498429,0.66915612,325.2792817,251.5201109,2.611412973,0.32641653,1.064513328,486.103724,0.611419797,0.873821452
BB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,3/15/2011,Public Utilities,0.749230676,0.654077723,0.44612297,39.75904094,0.266666225,0.356114154,0.81575981,0.372233347,0.144761802,0.307960123,0.41431353,0.542857657,0.924196,1.858780867,0.649460972,0.251177686,0.697299953,334.2981867,199.9332924,2.862036283,0.399412521,0.728941737,479.4180541,0.593804289,0.996271065
BBB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,12/19/2016,Public Utilities,0.472295935,0.363831155,0.212743046,53.9696966,0.121056262,0.132607617,0.831382895,0.149477799,0.042107346,0.074768173,0.184941068,0.347832859,0.813345276,3.388786688,0.771558283,0.087109286,0.278239574,72.04158278,193.4037635,4.392133118,0.132607617,2.652201622,258.9192536,0.338498868,0.526270066
BBB,PLDT Inc.,PHI,Standard & Poor's Ratings Services,6/1/2016,Public Utilities,0.576311245,0.459033441,0.292784844,53.11286184,0.128957412,0.155625559,0.837700099,0.186057521,0.048484382,0.089829268,0.194220477,0.37597205,0.873946532,3.003283219,0.74972698,0.171360973,0.457605252,165.8136655,221.8640071,4.005835857,0.155625559,2.096527877,362.3508791,0.457548962,0.512929442
A,PACCAR Inc.,PCAR,Standard & Poor's Ratings Services,12/18/2015,Capital Goods,2.066528877,1.351050969,0.786335452,0.0,0.089395189,0.130252803,0.147730566,0.130252803,0.075983666,0.126019789,0.231110599,0.849974893,8.24425657,2.041582618,0.671223792,0.313679346,0.887832551,6.399605189,9.770163565,3.041582618,0.130252803,7.390056717,7.208121827,0.142452683,7.381425882
A,PACCAR Inc.,PCAR,Egan-Jones Ratings Company,8/7/2013,Capital Goods,1.930977971,1.150087659,0.667009681,0.0,0.068401873,0.098985038,0.188223408,0.098985038,0.056514921,0.093637614,0.176552161,0.826218909,6.813273386,2.123991981,0.679896746,0.308967552,0.785073873,5.265669113,8.519480519,3.123991981,0.098985038,9.783290099,6.707227555,0.138736729,6.450440835
A,PACCAR Inc.,PCAR,Standard & Poor's Ratings Services,5/20/2015,Capital Goods,1.961230955,1.135012822,0.655302459,0.0,0.088634347,0.131607786,-0.009862756,0.131607786,0.065901022,0.112293513,0.201208316,0.743515627,6.627069554,2.053189599,0.672473665,0.326526566,0.859578075,5.141971831,8.477746479,3.053189599,0.131607786,9.481535107,5.981971831,0.138522152,6.739334842
A,PACCAR Inc.,PCAR,Moody's Investors Service,6/15/2012,Capital Goods,1.841153861,1.148076264,0.801727747,0.0,0.063728967,0.092135834,0.184247212,0.092135834,0.060695173,0.103602613,0.194299456,0.952395372,8.288248112,2.201234062,0.687620467,0.308315084,0.786073088,3.445912469,8.30388109,3.201234062,0.092135834,8.25555739,4.383704927,0.097375758,36.71381398
A,PACCAR Inc.,PCAR,Standard & Poor's Ratings Services,5/14/2013,Capital Goods,2.034819905,1.136881428,0.586819167,0.0,0.065194569,0.095533855,0.184287851,0.095533855,0.05967425,0.098964124,0.19011784,0.915325481,7.371914047,2.185927586,0.686119671,0.317576278,0.660697828,2.826246128,6.941988172,3.185927586,0.095533855,8.385983775,4.277668262,0.089088297,6.414379929
A,PACCAR Inc.,PCAR,Standard & Poor's Ratings Services,5/31/2011,Capital Goods,2.232647059,1.465470588,1.200470588,0.0,0.04445783,0.064151017,0.203450922,0.064151017,0.032148151,0.052680288,0.08540819,0.723115617,6.149787895,1.656706111,0.623594045,0.306981675,0.891452881,3.789041096,6.825479452,2.656706111,0.064151017,14.13478769,4.250410959,0.150725257,29.71656397
A,TE Connectivity Ltd.,TEL,Egan-Jones Ratings Company,11/2/2015,Technology,2.204920324,1.523343584,0.930668158,63.25512957,0.197825554,0.128750102,0.334096297,0.142973923,0.117430124,0.092478422,0.25247783,0.593604425,4.189383562,1.150026082,0.534889363,0.213968254,0.686356508,3.241975309,8.219753086,2.150026082,0.128750102,11.17856237,4.72345679,0.156380283,7.126859143
A,TE Connectivity Ltd.,TEL,Egan-Jones Ratings Company,5/1/2014,Technology,1.607798165,0.949541284,0.357543323,63.84751506,0.096084337,0.093975904,0.325978916,0.117168675,0.069118683,0.0858499,0.152267303,0.719354315,4.194567277,1.202983294,0.546070094,-0.023237179,0.69941349,3.423444976,3.35645933,2.202983294,0.093975904,11.10300509,4.894736842,0.154066265,6.472161967
A,TE Connectivity Ltd.,TEL,Egan-Jones Ratings Company,2/18/2015,Technology,1.907941325,1.238239757,0.621396055,63.99043991,0.128018976,0.14347326,0.337262795,0.1469954,0.088378325,0.12322509,0.197735095,0.690353315,4.450415867,1.237370934,0.553046844,0.103707415,0.676908305,3.43902439,5.992682927,2.237370934,0.14347326,9.226784373,5.080487805,0.149726855,6.628324946
A,"Baidu, Inc.",BIDU,Moody's Investors Service,6/22/2015,Technology,3.248051613,3.025789532,0.683382807,27.26729202,0.249598428,0.2950839,0.61499388,0.2950839,0.122849668,0.182320505,0.237617323,0.492189269,5.634723638,0.876377699,0.453092846,0.0,1.0,82.45138833,265.093733,1.934212174,0.2950839,3.305843151,82.45138833,0.365674488,1.456659817
A,"Baidu, Inc.",BIDU,Moody's Investors Service,7/30/2013,Technology,3.900101674,3.684224302,0.878451111,25.37602051,0.324195719,0.324195719,0.640875651,0.324195719,0.145889533,0.172736813,0.269514819,0.450004503,5.948292479,0.789085449,0.427135354,0.0,1.0,65.12385388,181.4318194,1.847389687,0.324195719,3.274457509,65.12385388,0.431787309,1.55822073
A,"Baidu, Inc.",BIDU,Moody's Investors Service,11/5/2012,Technology,4.209797187,3.944001489,1.442433095,0.0,0.465850679,0.536421716,0.710905651,0.536421716,0.22753521,0.319654938,0.398817308,0.488429491,5.737330682,0.708255054,0.404077153,0.0,1.0,55.10878442,149.2330617,1.752771838,0.536421716,1.598779612,55.10878442,0.537792247,1.693939339
BB,"VeriSign, Inc.",VRSN,Standard & Poor's Ratings Services,3/23/2015,Technology,0.776133057,0.74881024,0.099766942,4.859357876,0.351701833,0.478470316,0.813462203,0.558773885,0.164864615,2.062760613,-0.402120738,0.468762457,3.166233058,-3.439096694,1.409987846,0.264945346,0.934558507,4.432341567,11.24365875,-2.439096694,0.478470316,11.69008767,4.742711704,0.594930092,0.990261617
BB,"VeriSign, Inc.",VRSN,Standard & Poor's Ratings Services,4/8/2013,Technology,2.364635161,2.255931501,0.188104481,4.795264838,0.366340351,0.472411606,0.808148426,0.523501818,0.155168836,0.301797203,-34.32714791,0.423564686,2.616633869,-222.2244986,1.004520295,0.242818546,0.901376411,3.087593101,9.916573751,-221.2244986,0.472411606,13.16992617,3.425420349,0.615424592,1.285364787
BB,"VeriSign, Inc.",VRSN,Standard & Poor's Ratings Services,4/16/2014,Technology,0.888631698,0.855966875,0.16717196,5.155302061,0.56414603,0.56414603,0.806221615,0.547341328,0.204621449,0.862043032,-1.285420179,0.362710076,2.841391067,-7.281942497,1.15918643,-0.161041418,0.886789196,3.553492264,11.91834208,-6.281942497,0.56414603,15.07814239,4.00714429,0.600357273,1.252800182
BB,"VeriSign, Inc.",VRSN,Standard & Poor's Ratings Services,4/14/2016,Technology,1.309348095,1.282830111,0.152137088,4.354368556,0.354208083,0.460322495,0.818015681,0.571989284,0.159150915,0.570513023,-0.350541409,0.449314745,3.584145888,-3.202572383,1.454014591,0.230521891,0.937594592,5.350847532,16.77920371,-2.202572383,0.460322495,13.29321686,5.706994875,0.614973484,1.024536193
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,3/11/2016,Capital Goods,1725.505005,152.1331331,125.9174174,121.8768567,2.193553734,0.140438336,1.736794462,0.328860301,0.142116956,0.009106297,0.545814477,0.064788454,7.056500225,2.840600676,0.739624063,-14.73304585,1.196967267,-3.511401477,9.106088027,3.840600676,0.140438336,25.72375387,-2.933581873,-0.516676654,-1.017958587
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,5/24/2011,Capital Goods,32.26386237,10.66621738,10.05505635,359.2774444,-0.124611813,-0.571833449,0.127536407,-0.124611813,-0.002171946,-0.010254752,-0.010407931,0.017429694,1.382246301,3.791984911,0.791318208,0.782083729,1.0,1.265182738,9.751829191,4.791984911,-0.571833449,62.65991156,1.265182738,2.10103416,0.541708787
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,7/31/2014,Capital Goods,124.2562559,14.9860416,12.67414764,86.41401291,0.236434402,-0.047269001,1.811673532,0.382944926,0.016640532,-0.003368544,0.12318446,0.070381179,7.787875542,6.402675571,0.864913707,6.080448065,1.090690414,-6.785113394,13.52409382,7.402675571,-0.047269001,24.54027375,-6.22093429,-1.103463689,-1.111063001
B,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,9/27/2016,Capital Goods,944.4150175,31.12281723,0.141443539,101.5604057,0.024533431,0.113456009,1.553698573,0.310131214,0.002120499,0.009813967,0.007300269,0.086433052,9.995297314,2.442712409,0.709531357,0.760171405,0.925048305,4.742625322,0.00764199,3.442712409,0.113456009,23.04684036,5.126894773,0.852240054,-1.016731622
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,1/29/2013,Capital Goods,122.5231946,23.05484814,21.9480315,230.9022759,-3.737328019,-4.525395397,2.70253311,-1.595936737,-0.073314842,-0.089780933,-0.554156959,0.019616914,2.049383367,6.558591709,0.867700223,0.229283401,1.832957544,-2.068203962,26.40440619,7.558591709,-4.525395397,-27.10313772,-1.128342535,-0.536067893,-0.955751574
CCC,"Beazer Homes USA, Inc.",BZH,Standard & Poor's Ratings Services,9/16/2013,Capital Goods,155.9401587,26.1180466,25.01036192,66.41606398,-0.275833985,-0.29037171,1.743956867,0.222024042,-0.017046601,-0.018129083,-0.140794014,0.061800221,7.222588235,7.2593598,0.878925241,0.097859928,1.06161748,-7.521114762,20.46403797,8.2593598,-0.29037171,36.49766288,-7.084580747,-1.422351446,-1.090047733
B,Horizon Global Corporation,HZN,Standard & Poor's Ratings Services,7/10/2015,Capital Goods,1.643396373,0.67374893,0.183049265,39.98757624,0.014421991,0.012197877,0.248544769,0.034004622,0.025031667,0.034565956,4.15,1.735659569,12.54107649,164.79,0.993968273,-0.182336182,0.690821256,0.001029091,0.001302002,165.79,0.012197877,4607.286794,0.001489663,0.046758527,5.506366183
B,Horizon Global Corporation,HZN,Standard & Poor's Ratings Services,9/6/2016,Capital Goods,1.443446222,0.645081512,0.253570888,43.61221503,-0.019038817,-0.025246457,0.246996303,0.009704251,-0.020150969,-0.039471149,-0.381953028,1.058414986,6.924061433,17.95457355,0.947242284,0.227577791,0.589381531,0.001111555,0.002675828,18.95457355,-0.025246457,11153.60709,0.001885968,0.054544054,4.386271871
BBB,Atmos Energy Corporation,ATO,Egan-Jones Ratings Company,8/26/2014,Public Utilities,0.851962884,0.473820897,0.046404217,25.36796821,0.058656533,0.058656533,0.320269764,0.123731915,0.033720417,0.037716679,0.093906421,0.574879135,0.734609731,1.784853504,0.640914684,0.645241652,-0.128738922,-0.976015819,0.902454767,2.784853504,0.058656533,9.296157102,7.581357703,0.149766966,10.77807088
BBB,Atmos Energy Corporation,ATO,Egan-Jones Ratings Company,8/12/2013,Public Utilities,0.698288989,0.394783369,0.067654519,28.36330176,0.062577951,0.059362518,0.363344473,0.129142,0.03062742,0.033137147,0.0942463,0.489428305,0.644417066,2.077186989,0.675027873,0.618119793,-0.378234852,-2.561563187,0.931130085,3.077186989,0.059362518,9.443302463,6.772414479,0.157768001,10.24045677
BBB,Atmos Energy Corporation,ATO,Moody's Investors Service,6/15/2012,Public Utilities,1.165232054,0.487629063,0.151474531,22.94480055,0.04775034,0.071894966,0.305278917,0.101641261,0.028505379,0.048723258,0.092045343,0.596967048,0.844542201,2.229051694,0.690311554,0.363719835,-0.068836601,-0.444795512,1.660325274,3.229051694,0.071894966,7.629753607,6.461613508,0.134060043,10.37205062
A,Atmos Energy Corporation,ATO,Egan-Jones Ratings Company,9/24/2015,Public Utilities,0.546391092,0.288394845,0.024811595,26.00914118,0.076065827,0.123309568,0.405591946,0.152432223,0.03465049,0.064343304,0.09862129,0.455532943,0.730496026,1.846173012,0.648651015,0.383131186,-0.165702154,-1.360391395,0.371815255,2.846173012,0.123309568,10.18683225,8.209859459,0.201953533,10.30425375
BBB,Atmos Energy Corporation,ATO,Moody's Investors Service,1/8/2013,Public Utilities,0.648896434,0.253513841,0.050345859,24.89527795,0.063026922,0.084462247,0.384977619,0.129778161,0.028912273,0.046693734,0.091858702,0.458728934,0.627964148,2.177152587,0.685252762,0.338218179,-0.248656965,-1.618868552,0.986644481,3.177152587,0.084462247,7.30360903,6.510449251,0.17069068,9.825553248
B,Cincinnati Bell Inc,CBB,Egan-Jones Ratings Company,3/12/2013,Public Utilities,0.853967361,0.734946539,0.066404052,49.28081959,0.007598887,0.024357148,0.861116765,0.183255309,0.003899178,0.014263012,-0.016041249,0.513124913,0.928499433,-5.114007448,1.243071996,0.688022284,-0.726375176,-0.784263959,0.315736041,-4.114007448,0.024357148,14.7290531,1.079695431,0.144311012,1.509587021
B,Cincinnati Bell Inc,CBB,Egan-Jones Ratings Company,6/13/2014,Public Utilities,0.987416437,0.887534408,0.018088871,42.28180444,-0.043519771,-0.045508791,0.82822818,0.13032063,-0.025957386,-0.030868861,0.080833456,0.596450434,1.392224191,-4.11408305,1.321121815,0.043706294,-1.498730964,-0.573579407,0.389023798,-3.11408305,-0.045508791,17.41248167,0.382710053,0.06269393,2.414988814
B,Cincinnati Bell Inc,CBB,Egan-Jones Ratings Company,9/10/2015,Public Utilities,0.773148148,0.840277778,0.028549383,48.41454016,0.302877205,0.385853742,0.830364788,0.10960781,0.243193069,0.377008032,-1.1861167,0.802942794,1.197129677,-5.877263581,1.205033003,0.35463826,-1.557258792,-0.823950382,0.30009542,-4.877263581,0.385853742,15.30290621,0.529103053,0.094964891,1.554945055
B,Cincinnati Bell Inc,CBB,Egan-Jones Ratings Company,3/2/2015,Public Utilities,0.821376281,0.755490483,0.141288433,45.63213895,0.059145674,0.104052574,0.808402441,0.090596151,0.04154531,0.094332931,-0.116576715,0.702423476,1.487143688,-3.806013878,1.356377425,0.431578947,-0.040525114,-0.034052758,0.718465228,-2.806013878,0.104052574,13.5434136,0.84028777,0.137067752,1.806047198
B,Cincinnati Bell Inc,CBB,Standard & Poor's Ratings Services,9/13/2016,Public Utilities,0.987118935,1.358093602,0.041648776,54.97470062,0.086102209,0.137375611,0.854528588,0.078428065,0.066255678,0.124531764,-0.838948233,0.769500324,1.092399816,-13.66228431,1.078974692,0.375076734,-0.653579677,-2.695238095,3.278571429,-12.66228431,0.137375611,7.690843806,4.123809524,0.14606173,1.628895184
BB,Cincinnati Bell Inc,CBB,Moody's Investors Service,6/15/2012,Public Utilities,0.900673401,0.826318743,0.206790123,44.77639497,0.012718818,0.029814004,0.854349015,0.177448031,0.006851586,0.018487894,-0.026006711,0.538696725,1.044198501,-4.795721477,1.263454525,0.573394495,0.118661607,0.174796748,0.584857724,-3.795721477,0.029814004,12.43946861,1.473069106,0.198235777,1.596701649
BBB,Black Hills Corporation,BKH,Moody's Investors Service,6/15/2012,Public Utilities,0.86430876,0.224339373,0.024631378,44.97960207,0.039090134,-0.007307882,0.548031423,0.146392672,0.012049673,-0.002861482,0.04112174,0.308253553,0.456050832,2.412685143,0.706975605,-1.960202216,0.994926331,5.583207907,1.008704596,3.412685143,-0.007307882,8.078448622,5.611679711,0.175841935,5.489259938
BBB,Black Hills Corporation,BKH,Moody's Investors Service,8/11/2016,Public Utilities,0.884231303,0.532278778,0.02572301,61.09477016,0.046389832,0.059191061,1.0,0.141506471,0.011199544,0.015550031,0.045192764,0.24142238,0.351975357,3.035232643,0.752182814,0.112506176,-0.481553253,-2.972150533,0.341242633,4.035232643,0.059191061,15.31597237,6.172008012,0.20373064,3.252161562
BBB,Black Hills Corporation,BKH,Moody's Investors Service,1/30/2014,Public Utilities,0.912509184,0.491897335,0.020721787,50.80067672,0.090106062,0.095402915,1.0,0.200299094,0.02966625,0.034809127,0.087908374,0.329237005,0.426663974,1.963245212,0.662532147,0.506145251,-0.092782838,-0.682018885,0.193782125,2.963245212,0.095402915,9.625585307,7.350700813,0.254440954,3.773670409
BBB,Black Hills Corporation,BKH,Moody's Investors Service,1/11/2016,Public Utilities,1.948091245,1.572036519,1.081762154,41.26336324,-0.02461358,-0.037959382,1.0,0.02283833,-0.006897432,-0.011697727,-0.021905807,0.280228701,0.400296831,2.175936835,0.685132277,0.447477889,-0.064197998,-0.606717011,11.39284137,3.175936835,-0.037959382,19.41702635,9.450715421,0.328071715,4.331996435
BBB,Black Hills Corporation,BKH,Moody's Investors Service,8/12/2014,Public Utilities,0.697143015,0.518981822,0.032578871,49.76217915,0.09392352,0.141733103,1.0,0.189346786,0.030827136,0.054947378,0.096676672,0.3282153,0.434747343,2.136089946,0.681131595,0.337316153,-0.231984468,-1.690250935,3.334031626,3.136089946,0.141733103,9.125417636,7.286052169,0.232106747,4.686536866
BBB,Otter Tail Corporation,OTTR,Egan-Jones Ratings Company,11/25/2015,Public Utilities,0.762020808,0.262009748,0.0,29.47600936,0.074022447,0.094177511,0.604940472,0.127635919,0.031700188,0.047390857,0.09540629,0.428251023,0.561893741,2.009644261,0.667734817,0.225449346,-0.45439835,-1.399682314,0.221641014,3.009644261,0.094177511,9.612885124,3.080297968,0.144233679,3.442150192
BB,Otter Tail Corporation,OTTR,Egan-Jones Ratings Company,4/1/2014,Public Utilities,1.075992305,0.365233671,0.004937911,34.14679961,-0.005902746,0.046009629,0.697708418,0.091823359,-0.003303845,0.030151996,-0.009859208,0.559713262,0.765467654,1.984161322,0.664897473,0.051896548,0.504331034,3.267448957,0.041278296,2.984161322,0.046009629,9.945816871,6.478778296,0.26143916,2.380117578
BB,Otter Tail Corporation,OTTR,Egan-Jones Ratings Company,12/4/2014,Public Utilities,1.52280874,0.299599899,0.0,27.47882422,0.063639958,0.076459284,0.645589306,0.117905017,0.028395912,0.038444746,0.0888059,0.446196265,0.63006945,2.127418527,0.680247466,0.204807645,-0.081553109,-0.333379436,0.00710907,3.127418527,0.076459284,10.62682953,4.087881386,0.184896817,2.647033538
BBB,Otter Tail Corporation,OTTR,Moody's Investors Service,6/15/2012,Public Utilities,2.131133202,0.719861976,0.078142333,39.45867236,-0.012286496,-0.007001902,0.400012989,0.048512316,-0.007787609,-0.004988044,-0.023174462,0.633834787,1.000279338,1.975812322,0.663957303,-0.276533722,0.294166675,0.854796504,0.513752018,2.975812322,-0.007001902,10.34980448,2.905823729,0.096843717,5.598420971
BBB,Southern Company (The),SO,Moody's Investors Service,8/23/2013,Public Utilities,1.011380058,0.304584899,0.119039017,21.93802306,0.096213496,0.149762978,1.0,0.190495698,0.025470207,0.043365531,0.086489899,0.264725932,0.333678332,2.395728114,0.705512348,0.331770223,0.103985567,0.722919042,0.751632839,3.395728114,0.149762978,10.26733838,6.952109464,0.356820975,4.004360465
BBB,Southern Company (The),SO,Moody's Investors Service,8/20/2014,Public Utilities,0.710382514,0.201326754,0.079179213,21.54383495,0.009330156,0.162885146,1.0,0.197216657,0.002429395,0.048550584,0.008637024,0.260380977,0.336571408,2.5552158,0.718723122,0.324800532,-0.027858985,-0.180602007,0.797432553,3.5552158,0.162885146,11.61918113,6.482720178,0.314886013,3.769617075
BBB,Southern Company (The),SO,Moody's Investors Service,9/13/2016,Public Utilities,0.752651544,0.283966865,0.15289928,28.71054483,0.016988339,0.17490953,1.0,0.232659831,0.003081215,0.035957843,0.013652153,0.181372326,0.253626699,3.430769852,0.774305587,0.273275862,-0.493665713,-2.540483701,2.211356467,4.430769852,0.17490953,11.85337129,5.146161935,0.245979091,0.27962298
B,"Targa Resources, Inc.",TRGP,Standard & Poor's Ratings Services,2/4/2016,Public Utilities,1.043557169,0.842785844,0.159029038,-811.8456231,-0.251401466,0.482104355,-7.699870634,-0.686934023,0.004398772,-0.009036461,0.039893253,-0.017497001,-0.023900564,8.069180238,0.889736451,-0.354203936,0.210205857,4.065420561,4.246728972,9.069180238,0.482104355,8.269044264,19.34018692,-4.461836999,0.767919647
A,Illinois Tool Works Inc.,ITW,Egan-Jones Ratings Company,1/30/2014,Technology,1.626781571,0.599602254,0.599602254,0.0,0.118783162,0.16604174,0.394835515,0.177856385,0.084092958,0.168461097,0.172932331,0.707953521,8.270918666,1.056442476,0.51372333,0.305496378,0.85443038,4.84087853,8.108471537,2.056442476,0.16604174,12.18586441,5.665620798,0.178846834,13.49211356
A,Illinois Tool Works Inc.,ITW,Standard & Poor's Ratings Services,3/26/2015,Technology,2.285876026,1.129351826,1.129351826,0.0,0.203396852,0.186343552,0.401201326,0.199392433,0.166647811,0.190809473,0.431711606,0.819323453,8.590747331,1.59056272,0.613983482,0.299740645,0.776608911,3.124222056,9.932785661,2.59056272,0.186343552,12.03571517,4.022902664,0.111571389,16.93945313
A,Illinois Tool Works Inc.,ITW,Standard & Poor's Ratings Services,3/25/2016,Technology,2.837837838,1.304898649,1.304898649,0.0,0.141663558,0.202834763,0.41156285,0.21387542,0.120732405,0.203502732,0.363236419,0.852247441,8.500317058,2.008607498,0.667620319,0.301581464,0.87646803,5.477031802,8.399021473,3.008607498,0.202834763,11.20477063,6.248980701,0.17150317,17.56792873
A,Illinois Tool Works Inc.,ITW,Standard & Poor's Ratings Services,3/20/2013,Technology,3.002640513,1.103357224,1.048283667,0.0,0.160120509,0.201015398,0.360912743,0.158837313,0.148635351,0.216292472,0.271523179,0.92827179,8.988966901,0.826773888,0.452586877,0.30752151,0.815637066,3.597275436,6.22605364,1.826773888,0.201015398,9.285979191,4.410387399,0.115599197,16.94526627
BBB,Crane Co.,CR,Moody's Investors Service,12/10/2013,Capital Goods,1.717877955,1.140104231,0.40460785,61.53571232,0.084577354,0.125618767,0.340434042,0.134041747,0.061664673,0.112780792,0.182262341,0.729092004,8.507583878,1.955701106,0.661670797,0.322269459,0.876954626,3.62669269,5.614843858,2.955701106,0.125618767,10.68728201,4.135553406,0.092256677,7.448000244
A,Crane Co.,CR,Egan-Jones Ratings Company,11/3/2014,Capital Goods,1.867402055,1.266544276,0.541019491,51.26876369,0.065870837,0.096121808,0.347454373,0.108133444,0.055834252,0.100028462,0.181808574,0.84763235,10.07702299,2.25621938,0.692895385,0.311524563,0.834317733,3.752943983,6.812795037,3.25621938,0.096121808,10.40728378,4.498219124,0.090239751,8.341391999
BBB,Crane Co.,CR,Moody's Investors Service,6/15/2012,Capital Goods,1.936300284,1.233078532,0.459747325,50.07184193,0.010336361,0.008034198,0.338892016,0.016601024,0.009254339,0.008852875,0.032345772,0.895318883,8.959714372,2.495200681,0.713893395,-0.296372348,0.768129389,1.979955265,5.301066758,3.495200681,0.008034198,28.19947912,2.577632485,0.058845179,8.668677057
